Output dataset from model "HMT"
0.5
m h j xKr xKs xto1 yto1 Ki Cai CaNSR CaJSR pc1 po1 po2 pc2 c0 c1 c2 c3 c4 cCa0 cCa1 cCa2 cCa3 cCa4 open yL LTRPNCa HTRPNCa Cass V z_b 
0.783929 0.0179972 0.0145354 0.0118338 0.00973569 0.00811278 0.00686096 0.00590753 0.0052106 0.134996 2.05338e-05 4.58577e-05 2.2221e-05 5.40813e-05 7.8453e-08 2.23323e-05 5.0145e-05 2.55032e-05 6.48539e-05 9.03946e-08 1.72644e-07 1.82601e-07 2.52534e-05 5.83402e-05 6.1411e-05 2.7922e-05 7.87239e-05 1.07817e-07 1.94475e-07 3.1423e-08 1.96752e-09 2.04893e-07
0.787074 0.0180152 0.0145032 0.0117714 0.00965636 0.00802524 0.00677072 0.00581788 0.00512317 0.13237 2.02334e-05 4.52549e-05 2.19082e-05 5.34975e-05 7.33402e-08 2.20207e-05 4.95185e-05 2.52233e-05 6.43247e-05 8.95431e-08 1.66819e-07 1.80952e-07 2.4939e-05 5.77337e-05 6.09073e-05 2.76289e-05 7.83083e-05 1.06782e-07 1.92485e-07 3.10593e-08 4.56928e-09 2.0321e-07
0.790195 0.0180321 0.0144699 0.0117081 0.0095765 0.00793751 0.00668061 0.0057286 0.00503631 0.12977 1.99425e-05 4.46525e-05 2.15987e-05 5.29129e-05 6.05267e-08 2.17158e-05 4.8892e-05 2.49429e-05 6.37916e-05 8.89297e-08 1.54042e-07 1.79877e-07 2.46243e-05 5.71248e-05 6.04006e-05 2.73349e-05 7.78876e-05 1.05432e-07 1.90548e-07 3.06907e-08 1.21129e-08 2.0151e-07
0.793292 0.0180478 0.0144354 0.0116439 0.00949612 0.00784962 0.00659063 0.00563973 0.00495 0.127196 1.96785e-05 4.40495e-05 2.12972e-05 5.23286e-05 2.34101e-08 2.14296e-05 4.82652e-05 2.46622e-05 6.32544e-05 8.90888e-08 1.19384e-07 1.80665e-07 2.4309e-05 5.65131e-05 5.98906e-05 2.70402e-05 7.74635e-05 1.03066e-07 1.88795e-07 3.03078e-08 3.53115e-08 1.9978e-07
0.796364 0.0180625 0.0143999 0.011579 0.00941532 0.00776162 0.00650085 0.00555126 0.00486437 0.124649 1.93266e-05 4.3453e-05 2.09721e-05 5.1738e-05 7.07562e-08 2.10826e-05 4.76407e-05 2.43814e-05 6.27168e-05 8.65667e-08 1.60389e-07 1.7496e-07 2.39967e-05 5.59044e-05 5.9379e-05 2.67453e-05 7.70259e-05 1.04428e-07 1.86349e-07 2.99727e-08 3.90665e-09 1.98112e-07
0.799412 0.0180761 0.0143633 0.0115131 0.00933395 0.00767345 0.00641123 0.00546324 0.00477933 0.12213 1.90207e-05 4.28547e-05 2.066e-05 5.11505e-05 7.46943e-08 2.07672e-05 4.70156e-05 2.41001e-05 6.21742e-05 8.5461e-08 1.63237e-07 1.72722e-07 2.3683e-05 5.52911e-05 5.88638e-05 2.64492e-05 7.65871e-05 1.0342e-07 1.84304e-07 2.96121e-08 1.03951e-09 1.96396e-07
0.802434 0.0180886 0.0143256 0.0114465 0.00925216 0.00758519 0.00632182 0.00537566 0.0046949 0.119638 1.87214e-05 4.22577e-05 2.03508e-05 5.05618e-05 7.43808e-08 2.04569e-05 4.63912e-05 2.38188e-05 6.16287e-05 8.44595e-08 1.61787e-07 1.70715e-07 2.33697e-05 5.46767e-05 5.83461e-05 2.61528e-05 7.61432e-05 1.0252e-07 1.82254e-07 2.92492e-08 6.11479e-10 1.94669e-07
0.805431 0.0181 0.0142868 0.0113791 0.00916995 0.00749686 0.00623264 0.00528855 0.00461112 0.117174 1.84243e-05 4.16621e-05 2.00429e-05 4.99726e-05 7.3543e-08 2.01482e-05 4.57677e-05 2.35375e-05 6.10803e-05 8.34711e-08 1.59835e-07 1.68738e-07 2.30567e-05 5.40611e-05 5.78261e-05 2.5856e-05 7.56941e-05 1.01611e-07 1.80202e-07 2.88859e-08 4.96192e-10 1.92934e-07
0.808402 0.0181103 0.014247 0.0113109 0.00908733 0.00740848 0.00614371 0.00520193 0.00452799 0.114738 1.81287e-05 4.10682e-05 1.97363e-05 4.9383e-05 7.25703e-08 1.98408e-05 4.51452e-05 2.32561e-05 6.05292e-05 8.24858e-08 1.57759e-07 1.66767e-07 2.27442e-05 5.34445e-05 5.73038e-05 2.55588e-05 7.52399e-05 1.00694e-07 1.78147e-07 2.85225e-08 4.64177e-10 1.91191e-07
0.811346 0.0181194 0.0142061 0.011242 0.00900432 0.00732007 0.00605506 0.00511582 0.00444554 0.11233 1.78349e-05 4.04761e-05 1.94311e-05 4.87933e-05 7.15348e-08 1.95348e-05 4.45239e-05 2.29749e-05 5.99756e-05 8.15021e-08 1.55625e-07 1.64799e-07 2.24322e-05 5.2827e-05 5.67794e-05 2.52614e-05 7.47807e-05 9.97711e-08 1.7609e-07 2.81592e-08 4.72853e-10 1.89441e-07
0.814264 0.0181275 0.0141642 0.0111723 0.00892096 0.00723166 0.00596669 0.00503023 0.00436377 0.109951 1.75427e-05 3.98859e-05 1.91273e-05 4.82035e-05 7.04397e-08 1.92301e-05 4.39038e-05 2.26938e-05 5.94196e-05 8.05203e-08 1.53438e-07 1.62836e-07 2.21209e-05 5.22089e-05 5.62531e-05 2.49637e-05 7.43167e-05 9.88413e-08 1.74031e-07 2.77959e-08 5.21327e-10 1.87685e-07
0.817154 0.0181345 0.0141213 0.011102 0.00883726 0.00714327 0.00587865 0.00494518 0.00428269 0.107601 1.72524e-05 3.92978e-05 1.88249e-05 4.76139e-05 6.9248e-08 1.8927e-05 4.32852e-05 2.2413e-05 5.88613e-05 7.95419e-08 1.51165e-07 1.6088e-07 2.18102e-05 5.15903e-05 5.57249e-05 2.4666e-05 7.38479e-05 9.79033e-08 1.71971e-07 2.74328e-08 6.34312e-10 1.85922e-07
0.820017 0.0181403 0.0140773 0.0110309 0.00875325 0.00705491 0.00579094 0.00486069 0.00420233 0.105279 1.6964e-05 3.8712e-05 1.85241e-05 4.70245e-05 6.78574e-08 1.86256e-05 4.26683e-05 2.21324e-05 5.8301e-05 7.8571e-08 1.48715e-07 1.58942e-07 2.15003e-05 5.09713e-05 5.51951e-05 2.43682e-05 7.33746e-05 9.6952e-08 1.69912e-07 2.70699e-08 8.7917e-10 1.84153e-07
0.822852 0.0181451 0.0140323 0.0109591 0.00866896 0.00696663 0.00570359 0.00477677 0.00412269 0.102987 1.66779e-05 3.81284e-05 1.82251e-05 4.64357e-05 6.60102e-08 1.8326e-05 4.2053e-05 2.18523e-05 5.77388e-05 7.76168e-08 1.45857e-07 1.57043e-07 2.11913e-05 5.03521e-05 5.46637e-05 2.40704e-05 7.28968e-05 9.59747e-08 1.67855e-07 2.67071e-08 1.42541e-09 1.82379e-07
0.825659 0.0181487 0.0139864 0.0108868 0.00858439 0.00687844 0.00561661 0.00469345 0.00404379 0.100724 1.63948e-05 3.75474e-05 1.79279e-05 4.58475e-05 6.30363e-08 1.80289e-05 4.14397e-05 2.15727e-05 5.71747e-05 7.67038e-08 1.41993e-07 1.55242e-07 2.08832e-05 4.97328e-05 5.41309e-05 2.37728e-05 7.24148e-05 9.49368e-08 1.65808e-07 2.63442e-08 2.71503e-09 1.80599e-07
0.828437 0.0181512 0.0139395 0.0108137 0.00849959 0.00679036 0.00553004 0.00461074 0.00396563 0.098491 1.61168e-05 3.69687e-05 1.76334e-05 4.52604e-05 5.70975e-08 1.77355e-05 4.08283e-05 2.12936e-05 5.6609e-05 7.59e-08 1.35483e-07 1.53702e-07 2.05759e-05 4.91136e-05 5.35969e-05 2.34753e-05 7.1929e-05 9.37403e-08 1.63787e-07 2.59802e-08 5.96362e-09 1.78812e-07
0.831187 0.0181527 0.0138916 0.0107401 0.00841457 0.00670242 0.00544389 0.00452865 0.00388822 0.0962875 1.58493e-05 3.63923e-05 1.73429e-05 4.4675e-05 4.28681e-08 1.74499e-05 4.0219e-05 2.10151e-05 5.60415e-05 7.54054e-08 1.21586e-07 1.52902e-07 2.02695e-05 4.84945e-05 5.30618e-05 2.31781e-05 7.14399e-05 9.2093e-08 1.6184e-07 2.56121e-08 1.47057e-08 1.77013e-07
0.833907 0.018153 0.0138428 0.0106659 0.00832938 0.00661465 0.00535819 0.00444721 0.00381161 0.0941139 1.55496e-05 3.58212e-05 1.70449e-05 4.40876e-05 6.19645e-08 1.71422e-05 3.96128e-05 2.07373e-05 5.54741e-05 7.36939e-08 1.37321e-07 1.49174e-07 1.99653e-05 4.78774e-05 5.25262e-05 2.28815e-05 7.09436e-05 9.2282e-08 1.596e-07 2.52637e-08 1.35839e-09 1.75246e-07
0.836599 0.0181523 0.013793 0.0105911 0.00824401 0.00652706 0.00527295 0.00436643 0.00373577 0.0919703 1.52708e-05 3.52518e-05 1.67538e-05 4.35035e-05 6.24245e-08 1.68495e-05 3.90086e-05 2.04603e-05 5.49048e-05 7.26743e-08 1.3667e-07 1.4712e-07 1.96618e-05 4.72596e-05 5.19896e-05 2.2585e-05 7.04456e-05 9.13267e-08 1.57539e-07 2.49054e-08 4.93219e-10 1.73456e-07
0.83926 0.0181504 0.0137424 0.0105158 0.0081585 0.00643969 0.00518819 0.00428632 0.00366072 0.0898569 1.49957e-05 3.46855e-05 1.64651e-05 4.29206e-05 6.16547e-08 1.65598e-05 3.84071e-05 2.01841e-05 5.43346e-05 7.16944e-08 1.34804e-07 1.45153e-07 1.93595e-05 4.6643e-05 5.14523e-05 2.22892e-05 6.9944e-05 9.03827e-08 1.55483e-07 2.45474e-08 3.59217e-10 1.71663e-07
0.841892 0.0181475 0.0136908 0.0104399 0.00807288 0.00635255 0.00510393 0.0042069 0.00358648 0.0877738 1.4723e-05 3.41226e-05 1.61785e-05 4.23394e-05 6.0733e-08 1.62722e-05 3.78084e-05 1.99088e-05 5.37636e-05 7.07221e-08 1.32798e-07 1.43203e-07 1.90586e-05 4.60274e-05 5.09146e-05 2.1994e-05 6.9439e-05 8.9434e-08 1.53431e-07 2.41904e-08 3.21487e-10 1.69868e-07
0.844493 0.0181435 0.0136383 0.0103636 0.00798717 0.00626566 0.00502019 0.00412819 0.00351305 0.085721 1.44526e-05 3.35631e-05 1.58939e-05 4.17598e-05 5.97738e-08 1.59867e-05 3.72126e-05 1.96345e-05 5.31921e-05 6.9754e-08 1.30761e-07 1.41261e-07 1.87591e-05 4.54129e-05 5.03767e-05 2.16994e-05 6.89307e-05 8.84827e-08 1.51383e-07 2.38344e-08 3.10485e-10 1.68073e-07
0.847064 0.0181384 0.013585 0.0102868 0.0079014 0.00617906 0.004937 0.00405019 0.00344044 0.0836988 1.41845e-05 3.30073e-05 1.56115e-05 4.11822e-05 5.87981e-08 1.57032e-05 3.66199e-05 1.93613e-05 5.26201e-05 6.87899e-08 1.28715e-07 1.39326e-07 1.84612e-05 4.47998e-05 4.98386e-05 2.14056e-05 6.84193e-05 8.75298e-08 1.4934e-07 2.34796e-08 3.13729e-10 1.66277e-07
0.849605 0.0181322 0.0135309 0.0102096 0.00781559 0.00609277 0.00485437 0.00397293 0.00336867 0.0817071 1.39189e-05 3.24552e-05 1.53312e-05 4.06066e-05 5.78046e-08 1.5422e-05 3.60305e-05 1.90892e-05 5.20479e-05 6.78299e-08 1.26657e-07 1.374e-07 1.81648e-05 4.41882e-05 4.93006e-05 2.11127e-05 6.7905e-05 8.65752e-08 1.47303e-07 2.3126e-08 3.32427e-10 1.64481e-07
0.852114 0.018125 0.0134759 0.0101319 0.00772977 0.0060068 0.00477232 0.00389641 0.00329774 0.079746 1.36557e-05 3.19069e-05 1.50532e-05 4.00332e-05 5.67771e-08 1.5143e-05 3.54444e-05 1.88184e-05 5.14756e-05 6.68752e-08 1.24573e-07 1.35485e-07 1.78701e-05 4.35782e-05 4.87627e-05 2.08207e-05 6.73879e-05 8.56182e-08 1.45271e-07 2.27738e-08 3.77775e-10 1.62685e-07
0.854593 0.0181167 0.0134201 0.0100538 0.00764396 0.00592119 0.00469087 0.00382066 0.00322766 0.0778157 1.3395e-05 3.13626e-05 1.47775e-05 3.94622e-05 5.56719e-08 1.48663e-05 3.48618e-05 1.85488e-05 5.09035e-05 6.59278e-08 1.22426e-07 1.33584e-07 1.75772e-05 4.29702e-05 4.82252e-05 2.05296e-05 6.68682e-05 8.46563e-08 1.43246e-07 2.2423e-08 4.79435e-10 1.60891e-07
0.85704 0.0181074 0.0133635 0.0099754 0.0075582 0.00583595 0.00461003 0.00374568 0.00315844 0.075916 1.31371e-05 3.08224e-05 1.45041e-05 3.88937e-05 5.43774e-08 1.45921e-05 3.42829e-05 1.82805e-05 5.03316e-05 6.49925e-08 1.20117e-07 1.31711e-07 1.7286e-05 4.23642e-05 4.76883e-05 2.02397e-05 6.6346e-05 8.36829e-08 1.41229e-07 2.20736e-08 7.12845e-10 1.59098e-07
0.859457 0.0180971 0.0133061 0.00989662 0.0074725 0.00575111 0.00452983 0.00367148 0.00309008 0.074047 1.28822e-05 3.02864e-05 1.42333e-05 3.83279e-05 5.25984e-08 1.43206e-05 3.37078e-05 1.80136e-05 4.97601e-05 6.4082e-08 1.17384e-07 1.29895e-07 1.69967e-05 4.17603e-05 4.71519e-05 1.99509e-05 6.58217e-05 8.26792e-08 1.39225e-07 2.17255e-08 1.27806e-09 1.57307e-07
0.861841 0.0180857 0.013248 0.00981752 0.00738689 0.00566669 0.00445029 0.00359809 0.0030226 0.0722088 1.26312e-05 2.97547e-05 1.39653e-05 3.77651e-05 4.95107e-08 1.40524e-05 3.31365e-05 1.77483e-05 4.91892e-05 6.32319e-08 1.13501e-07 1.28219e-07 1.67093e-05 4.11588e-05 4.66164e-05 1.96634e-05 6.52953e-05 8.15917e-08 1.37241e-07 2.13784e-08 2.73517e-09 1.55516e-07
0.864194 0.0180732 0.0131892 0.00973812 0.0073014 0.00558272 0.00437141 0.0035255 0.002956 0.0704014 1.23866e-05 2.92271e-05 1.37007e-05 3.72057e-05 4.26839e-08 1.37892e-05 3.25692e-05 1.74845e-05 4.8619e-05 6.25485e-08 1.06328e-07 1.26938e-07 1.64238e-05 4.05598e-05 4.60818e-05 1.93771e-05 6.47674e-05 8.02574e-08 1.35301e-07 2.1031e-08 6.74159e-09 1.53724e-07
0.866516 0.0180598 0.0131297 0.00965846 0.00721604 0.0054992 0.00429321 0.00345373 0.00289027 0.0686246 1.2156e-05 2.87032e-05 1.34417e-05 3.66509e-05 2.45538e-08 1.35363e-05 3.20059e-05 1.72222e-05 4.80491e-05 6.23691e-08 8.92201e-08 1.26848e-07 1.61399e-05 3.99634e-05 4.55482e-05 1.90922e-05 6.4239e-05 7.8156e-08 1.33482e-07 2.06789e-08 1.84744e-08 1.51921e-07
0.868805 0.0180454 0.0130694 0.00957857 0.00713089 0.00541619 0.00421573 0.0033828 0.00282547 0.0668785 1.18874e-05 2.81872e-05 1.31744e-05 3.60938e-05 4.75675e-08 1.32581e-05 3.14478e-05 1.69617e-05 4.74825e-05 6.03986e-08 1.08155e-07 1.22491e-07 1.58598e-05 3.93707e-05 4.50165e-05 1.8809e-05 6.37045e-05 7.89467e-08 1.31258e-07 2.03525e-08 2.02482e-09 1.50177e-07
0.871062 0.01803 0.0130085 0.00949846 0.0070459 0.00533367 0.00413897 0.00331271 0.00276156 0.0651631 1.16424e-05 2.76743e-05 1.29152e-05 3.55434e-05 4.89833e-08 1.29967e-05 3.08936e-05 1.67029e-05 4.69159e-05 5.93922e-08 1.08488e-07 1.20448e-07 1.5581e-05 3.878e-05 4.44858e-05 1.8527e-05 6.31712e-05 7.80131e-08 1.29282e-07 2.00155e-08 6.00862e-10 1.48408e-07
0.873288 0.0180136 0.012947 0.00941815 0.00696113 0.00525167 0.00406293 0.00324347 0.00269854 0.0634782 1.14025e-05 2.71661e-05 1.26594e-05 3.49965e-05 4.84326e-08 1.27396e-05 3.0344e-05 1.64459e-05 4.63508e-05 5.84656e-08 1.06898e-07 1.1858e-07 1.53044e-05 3.81928e-05 4.39567e-05 1.82468e-05 6.26366e-05 7.70844e-08 1.27323e-07 1.96795e-08 3.81527e-10 1.46641e-07
0.875481 0.0179962 0.0128848 0.00933767 0.0068766 0.00517023 0.00398764 0.00317509 0.00263643 0.0618238 1.11657e-05 2.66628e-05 1.24063e-05 3.44533e-05 4.76377e-08 1.24854e-05 2.9799e-05 1.61908e-05 4.57872e-05 5.75548e-08 1.05088e-07 1.16745e-07 1.50301e-05 3.76089e-05 4.34293e-05 1.79682e-05 6.21009e-05 7.61504e-08 1.25376e-07 1.93457e-08 3.21377e-10 1.44881e-07
0.877643 0.0179778 0.0128221 0.00925705 0.00679234 0.00508934 0.00391311 0.00310757 0.00257524 0.0601998 1.09319e-05 2.61647e-05 1.2156e-05 3.39139e-05 4.67821e-08 1.2234e-05 2.92588e-05 1.59375e-05 4.52255e-05 5.66529e-08 1.03232e-07 1.14929e-07 1.47582e-05 3.70284e-05 4.29037e-05 1.76913e-05 6.15644e-05 7.52162e-08 1.23442e-07 1.90141e-08 3.05626e-10 1.43126e-07
0.879772 0.0179586 0.0127587 0.00917632 0.00670837 0.00500904 0.00383935 0.00304094 0.00251496 0.0586061 1.0701e-05 2.56716e-05 1.19085e-05 3.33783e-05 4.58989e-08 1.19854e-05 2.87235e-05 1.56863e-05 4.46657e-05 5.57591e-08 1.01359e-07 1.1313e-07 1.44887e-05 3.64516e-05 4.23802e-05 1.74163e-05 6.10271e-05 7.42832e-08 1.21519e-07 1.86848e-08 3.13631e-10 1.41378e-07
0.881869 0.0179383 0.0126948 0.0090955 0.00662471 0.00492935 0.00376638 0.00297519 0.00245559 0.0570426 1.0473e-05 2.51839e-05 1.16638e-05 3.28468e-05 4.49861e-08 1.17396e-05 2.81931e-05 1.5437e-05 4.41079e-05 5.48736e-08 9.94679e-08 1.11346e-07 1.42217e-05 3.58785e-05 4.18588e-05 1.71431e-05 6.04892e-05 7.33513e-08 1.1961e-07 1.83579e-08 3.47373e-10 1.39637e-07
0.883934 0.0179172 0.0126304 0.00901462 0.00654138 0.00485028 0.00369421 0.00291032 0.00239715 0.0555091 1.02481e-05 2.47014e-05 1.14221e-05 3.23195e-05 4.4017e-08 1.14968e-05 2.76679e-05 1.51899e-05 4.35525e-05 5.39979e-08 9.75361e-08 1.09584e-07 1.39572e-05 3.53093e-05 4.13397e-05 1.68719e-05 5.9951e-05 7.24189e-08 1.17714e-07 1.80335e-08 4.25256e-10 1.37904e-07
0.885967 0.0178952 0.0125655 0.0089337 0.00645841 0.00477184 0.00362286 0.00284636 0.00233963 0.0540054 1.00263e-05 2.42243e-05 1.11832e-05 3.17964e-05 4.29216e-08 1.12569e-05 2.71479e-05 1.49448e-05 4.29994e-05 5.31356e-08 9.55016e-08 1.0785e-07 1.36954e-05 3.47442e-05 4.0823e-05 1.66027e-05 5.94125e-05 7.14812e-08 1.15833e-07 1.77116e-08 5.95678e-10 1.36178e-07
0.887968 0.0178722 0.0125001 0.00885277 0.00637583 0.00469407 0.00355232 0.00278329 0.00228303 0.0525315 9.8078e-06 2.37527e-05 1.09474e-05 3.12777e-05 4.15225e-08 1.10201e-05 2.66332e-05 1.47019e-05 4.24489e-05 5.22952e-08 9.32084e-08 1.06164e-07 1.34361e-05 3.41832e-05 4.03088e-05 1.63356e-05 5.8874e-05 7.05261e-08 1.13968e-07 1.73922e-08 9.80611e-10 1.34461e-07
0.889936 0.0178484 0.0124342 0.00877185 0.00629364 0.00461696 0.00348261 0.00272114 0.00222736 0.0510871 9.59308e-06 2.32866e-05 1.07147e-05 3.07637e-05 3.93564e-08 1.07869e-05 2.61238e-05 1.44613e-05 4.1901e-05 5.14991e-08 9.02486e-08 1.0458e-07 1.31796e-05 3.36265e-05 3.97973e-05 1.60705e-05 5.83357e-05 6.95207e-08 1.12126e-07 1.7075e-08 1.89985e-09 1.32751e-07
0.891873 0.0178237 0.0123679 0.00869096 0.00621188 0.00454054 0.00341375 0.00265989 0.00217261 0.0496721 9.38342e-06 2.28259e-05 1.04855e-05 3.02545e-05 3.51464e-08 1.0558e-05 2.56199e-05 1.42229e-05 4.13558e-05 5.081e-08 8.55006e-08 1.03244e-07 1.29256e-05 3.30742e-05 3.92885e-05 1.58077e-05 5.77978e-05 6.83721e-08 1.10319e-07 1.67594e-08 4.23691e-09 1.31048e-07
0.893778 0.0177982 0.0123011 0.00861014 0.00613056 0.00446483 0.00334573 0.00259957 0.00211879 0.0482863 9.18246e-06 2.23704e-05 1.02608e-05 2.97509e-05 2.51826e-08 1.03359e-05 2.51214e-05 1.39868e-05 4.08133e-05 5.04122e-08 7.57123e-08 1.02589e-07 1.26742e-05 3.25265e-05 3.87826e-05 1.5547e-05 5.72611e-05 6.68048e-08 1.08586e-07 1.64434e-08 1.05666e-08 1.29345e-07
0.895652 0.0177718 0.012234 0.0085294 0.0060497 0.00438983 0.00327857 0.00254015 0.00206587 0.0469294 9.00121e-06 2.19193e-05 1.00436e-05 2.92547e-05 -1.88523e-09 1.01283e-05 2.46281e-05 1.37531e-05 4.0273e-05 5.08792e-08 5.09564e-08 1.03959e-07 1.24249e-05 3.19835e-05 3.82794e-05 1.52887e-05 5.67268e-05 6.39579e-08 1.07047e-07 1.61203e-08 2.87934e-08 1.27626e-07
0.897494 0.0177446 0.0121665 0.00844879 0.00596937 0.00431558 0.0032123 0.00248166 0.00201392 0.0456011 8.762e-06 2.14792e-05 9.8134e-06 2.87536e-05 3.41501e-08 9.88197e-06 2.41421e-05 1.35218e-05 3.97395e-05 4.82217e-08 8.12376e-08 9.7967e-08 1.21812e-05 3.14462e-05 3.77805e-05 1.50329e-05 5.6186e-05 6.60122e-08 1.04854e-07 1.58368e-08 3.01281e-09 1.26016e-07
0.899304 0.0177166 0.0120987 0.00836829 0.00588949 0.00424206 0.00314689 0.00242411 0.00196288 0.0443014 8.55723e-06 2.10421e-05 9.59427e-06 2.82632e-05 3.69988e-08 9.66011e-06 2.36611e-05 1.32928e-05 3.92072e-05 4.72448e-08 8.30574e-08 9.59631e-08 1.19389e-05 3.0912e-05 3.7284e-05 1.47792e-05 5.56503e-05 6.51666e-08 1.0306e-07 1.55369e-08 7.46409e-10 1.24362e-07
0.901083 0.0176878 0.0120305 0.00828794 0.00581014 0.00416929 0.00308236 0.00236747 0.00191274 0.0430299 8.35907e-06 2.06106e-05 9.37931e-06 2.77779e-05 3.67516e-08 9.4438e-06 2.31858e-05 1.30663e-05 3.86784e-05 4.64111e-08 8.18701e-08 9.42736e-08 1.16995e-05 3.03838e-05 3.67909e-05 1.4528e-05 5.51156e-05 6.43084e-08 1.01295e-07 1.52383e-08 4.08845e-10 1.22716e-07
0.902831 0.0176582 0.011962 0.00820776 0.00573133 0.00409729 0.00301872 0.00231175 0.00186353 0.0417864 8.16445e-06 2.0185e-05 9.16758e-06 2.72977e-05 3.61313e-08 9.23088e-06 2.27165e-05 1.28423e-05 3.81531e-05 4.56028e-08 8.03493e-08 9.26386e-08 1.14629e-05 2.98605e-05 3.63013e-05 1.42793e-05 5.45822e-05 6.34413e-08 9.955e-08 1.49428e-08 3.17105e-10 1.21081e-07
0.904548 0.0176278 0.0118932 0.00812778 0.00565307 0.00402607 0.00295596 0.00225696 0.00181523 0.0405706 7.97305e-06 1.97653e-05 8.95901e-06 2.68228e-05 3.5422e-08 9.02116e-06 2.22531e-05 1.26208e-05 3.76316e-05 4.48076e-08 7.87588e-08 9.10307e-08 1.12294e-05 2.93425e-05 3.58152e-05 1.40332e-05 5.40501e-05 6.25754e-08 9.78227e-08 1.46503e-08 2.90025e-10 1.19458e-07
0.906234 0.0175968 0.0118242 0.00804801 0.00557539 0.00395563 0.0028941 0.0022031 0.00176784 0.0393822 7.78481e-06 1.93517e-05 8.75358e-06 2.63531e-05 3.46772e-08 8.8146e-06 2.17957e-05 1.24019e-05 3.71138e-05 4.40231e-08 7.71477e-08 8.94448e-08 1.09988e-05 2.88297e-05 3.53328e-05 1.37896e-05 5.35195e-05 6.17133e-08 9.61133e-08 1.43611e-08 2.93196e-10 1.17847e-07
0.907889 0.0175649 0.0117549 0.00796849 0.00549829 0.003886 0.00283314 0.00215016 0.00172135 0.0382209 7.59974e-06 1.8944e-05 8.55131e-06 2.58887e-05 3.39019e-08 8.61122e-06 2.13445e-05 1.21855e-05 3.66e-05 4.32495e-08 7.55205e-08 8.78809e-08 1.07713e-05 2.83223e-05 3.48541e-05 1.35485e-05 5.29904e-05 6.08552e-08 9.44222e-08 1.40751e-08 3.23776e-10 1.16249e-07
0.909515 0.0175324 0.0116854 0.00788922 0.00542179 0.00381717 0.00277308 0.00209814 0.00167577 0.0370865 7.41785e-06 1.85423e-05 8.35221e-06 2.54298e-05 3.30757e-08 8.41104e-06 2.08993e-05 1.19717e-05 3.60902e-05 4.24878e-08 7.38594e-08 8.63415e-08 1.05469e-05 2.78203e-05 3.43792e-05 1.33102e-05 5.24631e-05 5.99999e-08 9.27498e-08 1.37924e-08 3.95874e-10 1.14663e-07
0.91111 0.0174992 0.0116157 0.00781023 0.00534591 0.00374915 0.00271392 0.00204704 0.00163108 0.0359785 7.23919e-06 1.81466e-05 8.1563e-06 2.49763e-05 3.21418e-08 8.21411e-06 2.04602e-05 1.17605e-05 3.55845e-05 4.17409e-08 7.21138e-08 8.48336e-08 1.03255e-05 2.73239e-05 3.39081e-05 1.30745e-05 5.19377e-05 5.91438e-08 9.10969e-08 1.3513e-08 5.48497e-10 1.13089e-07
0.912675 0.0174652 0.0115459 0.00773154 0.00527065 0.00368196 0.00265567 0.00199686 0.00158728 0.0348968 7.0639e-06 1.7757e-05 7.96362e-06 2.45282e-05 3.09621e-08 8.02052e-06 2.00274e-05 1.15519e-05 3.5083e-05 4.1016e-08 7.01613e-08 8.33733e-08 1.01073e-05 2.6833e-05 3.34411e-05 1.28414e-05 5.14143e-05 5.82781e-08 8.9465e-08 1.32369e-08 8.76293e-10 1.11529e-07
0.914211 0.0174307 0.0114759 0.00765316 0.00519604 0.00361559 0.00259833 0.0019476 0.00154436 0.0338409 6.89231e-06 1.73734e-05 7.77427e-06 2.40858e-05 2.91945e-08 7.83052e-06 1.96008e-05 1.1346e-05 3.45858e-05 4.03302e-08 6.76983e-08 8.20012e-08 9.89209e-06 2.63478e-05 3.2978e-05 1.26111e-05 5.0893e-05 5.73801e-08 8.78576e-08 1.29639e-08 1.61407e-09 1.09981e-07
0.915717 0.0173954 0.0114057 0.00757511 0.00512209 0.00355006 0.00254189 0.00189924 0.00150233 0.0328105 6.72528e-06 1.69957e-05 7.58848e-06 2.36492e-05 2.59527e-08 7.64471e-06 1.91803e-05 1.11427e-05 3.40928e-05 3.97292e-08 6.39393e-08 8.08228e-08 9.67997e-06 2.58683e-05 3.25191e-05 1.23836e-05 5.03741e-05 5.63903e-08 8.62836e-08 1.26934e-08 3.37149e-09 1.08445e-07
0.917194 0.0173595 0.0113354 0.00749741 0.00504879 0.00348537 0.00248636 0.00185179 0.00146116 0.0318054 6.56518e-06 1.66237e-05 7.40688e-06 2.32186e-05 1.88248e-08 7.46472e-06 1.87661e-05 1.0942e-05 3.36041e-05 3.93378e-08 5.67507e-08 8.01281e-08 9.4708e-06 2.53945e-05 3.20642e-05 1.21588e-05 4.9858e-05 5.51446e-08 8.47669e-08 1.24243e-08 7.81065e-09 1.06917e-07
0.918643 0.017323 0.0112651 0.00742007 0.00497617 0.00342152 0.00243173 0.00180525 0.00142085 0.030825 6.41871e-06 1.62569e-05 7.23127e-06 2.27951e-05 9.25461e-10 7.29519e-06 1.83578e-05 1.07441e-05 3.31193e-05 3.95165e-08 4.00517e-08 8.07541e-08 9.26427e-06 2.49264e-05 3.16134e-05 1.19368e-05 4.93456e-05 5.31679e-08 8.3377e-08 1.21523e-08 1.96871e-08 1.05386e-07
